dataset,metric,margin,encoder,pretraining_scheme,pooled,level,pretraining_length,robustness
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,1,0,0.9838376641273499
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,2,0,0.8179735541343689
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,2,0,0.9853245615959167
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,3,0,0.8187754154205322
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,3,0,0.9857015013694763
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,4,0,0.8195971846580505
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,4,0,0.9856856465339661
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,5,0,0.8195992708206177
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,5,0,0.9846267104148865
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,1,0,0.003192189848050475
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,1,0,0.009682130068540573
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,2,0,0.0021528322249650955
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,2,0,0.006272537168115377
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,3,0,0.0020763338543474674
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,3,0,0.00604239571839571
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,4,0,0.001999808242544532
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,4,0,0.0057091424241662025
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,5,0,0.0018282912205904722
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,5,0,0.004872385878115892
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,1,0,0.12174535542726517
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,1,0,0.22514651715755463
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,2,0,0.13436686992645264
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,2,0,0.23279492557048798
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,3,0,0.13591860234737396
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,3,0,0.2336103767156601
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,4,0,0.1369534581899643
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,4,0,0.23378907144069672
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,5,0,0.1389632672071457
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,5,0,0.23319846391677856
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,1,0,0.3058735132217407
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,1,0,0.47508251667022705
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,2,0,0.32793858647346497
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,2,0,0.4827949106693268
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,3,0,0.33014264702796936
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,3,0,0.4836103618144989
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,4,0,0.331277996301651
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,4,0,0.4837890863418579
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,5,0,0.3339000642299652
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,5,0,0.48319846391677856
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,1,0,0.5270940065383911
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,1,0,0.7250824570655823
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,2,0,0.5569574236869812
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,2,0,0.732795000076294
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,3,0,0.5597186088562012
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,3,0,0.7336104512214661
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,4,0,0.5612121820449829
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,4,0,0.7337890267372131
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,5,0,0.5641856789588928
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,5,0,0.7331984043121338
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,1,0,0.7716799378395081
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,1,0,0.975082516670227
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,2,0,0.8036802411079407
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,2,0,0.982795000076294
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,3,0,0.8065296411514282
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,3,0,0.9836103320121765
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,4,0,0.8079639673233032
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,4,0,0.9837890863418579
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,5,0,0.8106979131698608
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,5,0,0.9831985831260681
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,1,0,9.773296915227547e-05
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,1,0,0.00015748485748190433
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,2,0,2.4553844923502766e-05
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,2,0,3.986000956501812e-05
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,3,0,1.2364048416202422e-05
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,3,0,2.008976662182249e-05
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,4,0,6.183598088682629e-06
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,4,0,9.897625204757787e-06
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,5,0,2.9691641429963056e-06
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,5,0,4.5884307837695815e-06
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,1,0,0.2388046383857727
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,1,0,0.241278737783432
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,2,0,0.24689359962940216
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,2,0,0.2475925236940384
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,3,0,0.2484130859375
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,3,0,0.24877279996871948
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,4,0,0.24918732047080994
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,4,0,0.24937917292118073
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,5,0,0.24959106743335724
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,5,0,0.24969342350959778
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,1,0,0.4888046085834503
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,1,0,0.49127867817878723
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,2,0,0.49689361453056335
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,2,0,0.4975925087928772
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,3,0,0.4984131157398224
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,3,0,0.4987727701663971
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,4,0,0.49918732047080994
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,4,0,0.49937912821769714
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,5,0,0.49959105253219604
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,5,0,0.4996934235095978
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,1,0,0.7388046979904175
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,1,0,0.7412787079811096
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,2,0,0.7468936443328857
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,2,0,0.7475925087928772
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,3,0,0.7484130859375
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,3,0,0.7487727999687195
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,4,0,0.7491872310638428
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,4,0,0.7493790984153748
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,5,0,0.749591052532196
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,5,0,0.7496934533119202
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,1,0,0.9888046383857727
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,1,0,0.9912787079811096
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,2,0,0.9968936443328857
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,2,0,0.9975925087928772
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,3,0,0.9984130859375
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,3,0,0.9987727999687195
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,4,0,0.9991872906684875
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,4,0,0.9993790984153748
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,5,0,0.9995909929275513
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,5,0,0.9996934533119202
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,1,1,0.002509382553398609
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,1,1,0.004810965619981289
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,2,1,0.005693485029041767
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,2,1,0.00797355268150568
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,3,1,0.0064007919281721115
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,3,1,0.008823985233902931
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,4,1,0.006080488208681345
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,4,1,0.0077369920909404755
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,5,1,0.008029427379369736
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,5,1,0.008610905148088932
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,1,1,0.10446747392416
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,1,1,0.1357293576002121
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,2,1,0.08669169247150421
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,2,1,0.12579026818275452
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,3,1,0.09524519741535187
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,3,1,0.13636285066604614
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,4,1,0.12488657236099243
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,4,1,0.16631317138671875
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,5,1,0.13798314332962036
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,5,1,0.17338310182094574
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,1,1,0.2865774929523468
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,1,1,0.33461877703666687
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,2,1,0.2843863070011139
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,2,1,0.34950700402259827
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,3,1,0.3082068860530853
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,3,1,0.3734637200832367
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,4,1,0.35994213819503784
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,4,1,0.4143300950527191
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,5,1,0.3768213093280792
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,5,1,0.42130693793296814
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,1,1,0.5162960886955261
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,1,1,0.5691046714782715
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,2,1,0.5328308343887329
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,2,1,0.5993574261665344
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,3,1,0.5579967498779297
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,3,1,0.6234633922576904
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,4,1,0.6099400520324707
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,4,1,0.6643301248550415
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,5,1,0.626815140247345
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,5,1,0.6713069677352905
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,1,1,0.7658206224441528
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,1,1,0.818703830242157
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,2,1,0.7828308939933777
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,2,1,0.8493574261665344
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,3,1,0.8079967498779297
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,3,1,0.8734633922576904
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,4,1,0.8599400520324707
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,4,1,0.9143301248550415
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,5,1,0.8768150806427002
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,5,1,0.9213069677352905
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,1,1,0.0038211275823414326
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,1,1,0.00788761768490076
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,2,1,0.010229958221316338
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,2,1,0.016575681045651436
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,3,1,0.011461088433861732
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,3,1,0.019882410764694214
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,4,1,0.011220593005418777
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,4,1,0.020822282880544662
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,5,1,0.01331133209168911
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,5,1,0.018885526806116104
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,1,1,0.08428998291492462
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,1,1,0.11728493124246597
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,2,1,0.06334447860717773
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,2,1,0.09325441718101501
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,3,1,0.0675017237663269
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,3,1,0.09360161423683167
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,4,1,0.08457441627979279
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,4,1,0.10274095088243484
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,False,5,1,0.10570880770683289
COVID-QU,inv_pearson_corr,0.25,resnet50,simple_training,True,5,1,0.12716913223266602
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,1,1,0.23397541046142578
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,1,1,0.28697964549064636
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,2,1,0.1873786598443985
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,2,1,0.24157622456550598
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,3,1,0.20216235518455505
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,3,1,0.23994916677474976
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,4,1,0.25333404541015625
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,4,1,0.26782113313674927
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,False,5,1,0.298370897769928
COVID-QU,inv_pearson_corr,0.5,resnet50,simple_training,True,5,1,0.3287830054759979
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,1,1,0.4206963777542114
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,1,1,0.48312681913375854
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,2,1,0.3767283856868744
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,2,1,0.4401296377182007
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,3,1,0.40574198961257935
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,3,1,0.44374707341194153
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,4,1,0.479232519865036
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,4,1,0.49041295051574707
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,False,5,1,0.5388407111167908
COVID-QU,inv_pearson_corr,0.75,resnet50,simple_training,True,5,1,0.5708263516426086
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,1,1,0.6376912593841553
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,1,1,0.7013112902641296
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,2,1,0.6100232005119324
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,2,1,0.671610951423645
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,3,1,0.6469448208808899
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,3,1,0.6820313334465027
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,4,1,0.7272747159004211
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,4,1,0.7373167276382446
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,False,5,1,0.788637101650238
COVID-QU,inv_pearson_corr,1.0,resnet50,simple_training,True,5,1,0.8205960988998413
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,1,1,0.004718897398561239
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,1,1,0.007319458294659853
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,2,1,0.03414918854832649
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,2,1,0.03785266354680061
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,3,1,0.11163653433322906
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,3,1,0.09434434026479721
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,4,1,0.21197766065597534
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,4,1,0.13448429107666016
COVID-QU,l2_loss,0.0,resnet50,simple_training,False,5,1,0.16106395423412323
COVID-QU,l2_loss,0.0,resnet50,simple_training,True,5,1,0.10599450767040253
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,1,1,0.06936583667993546
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,1,1,0.10131945461034775
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,2,1,0.07082471996545792
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,2,1,0.09977296739816666
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,3,1,0.15274278819561005
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,3,1,0.1558927297592163
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,4,1,0.2582872211933136
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,4,1,0.19452130794525146
COVID-QU,l2_loss,0.25,resnet50,simple_training,False,5,1,0.20964735746383667
COVID-QU,l2_loss,0.25,resnet50,simple_training,True,5,1,0.16927210986614227
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,1,1,0.21232526004314423
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,1,1,0.2723175287246704
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,2,1,0.1366964876651764
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,2,1,0.2125367373228073
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,3,1,0.2116309404373169
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,3,1,0.2570914328098297
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,4,1,0.3185964822769165
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,4,1,0.2885759174823761
COVID-QU,l2_loss,0.5,resnet50,simple_training,False,5,1,0.27281907200813293
COVID-QU,l2_loss,0.5,resnet50,simple_training,True,5,1,0.26478829979896545
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,1,1,0.3992186188697815
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,1,1,0.47857123613357544
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,2,1,0.23691274225711823
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,2,1,0.3725302517414093
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,3,1,0.293127179145813
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,3,1,0.3978683650493622
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,4,1,0.3960249125957489
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,4,1,0.4174514710903168
COVID-QU,l2_loss,0.75,resnet50,simple_training,False,5,1,0.35356518626213074
COVID-QU,l2_loss,0.75,resnet50,simple_training,True,5,1,0.3938886523246765
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,1,1,0.6156814694404602
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,1,1,0.7059842348098755
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,2,1,0.37479186058044434
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,2,1,0.5674093961715698
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,3,1,0.3999270498752594
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,3,1,0.5718227028846741
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,4,1,0.49132201075553894
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,4,1,0.5786910653114319
COVID-QU,l2_loss,1.0,resnet50,simple_training,False,5,1,0.452502578496933
COVID-QU,l2_loss,1.0,resnet50,simple_training,True,5,1,0.5525023937225342
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,1,5,0.007680757436901331
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,1,5,0.012714800424873829
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,2,5,0.00832592323422432
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,2,5,0.01291972491890192
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,3,5,0.007148250471800566
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,3,5,0.010335134342312813
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,4,5,0.0018762389663606882
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,4,5,0.003295652801170945
COVID-QU,cosine_distance,0.0,resnet50,simple_training,False,5,5,0.008241120725870132
COVID-QU,cosine_distance,0.0,resnet50,simple_training,True,5,5,0.008726172149181366
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,1,5,0.10191767662763596
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,1,5,0.13504794239997864
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,2,5,0.10360565781593323
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,2,5,0.15062887966632843
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,3,5,0.11122753471136093
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,3,5,0.16527274250984192
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,4,5,0.20890267193317413
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,4,5,0.22448265552520752
COVID-QU,cosine_distance,0.25,resnet50,simple_training,False,5,5,0.12010249495506287
COVID-QU,cosine_distance,0.25,resnet50,simple_training,True,5,5,0.16018550097942352
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,1,5,0.2829912304878235
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,1,5,0.33308425545692444
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,2,5,0.31425169110298157
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,2,5,0.3863450288772583
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,3,5,0.33518344163894653
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,3,5,0.41008421778678894
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,4,5,0.45890265703201294
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,4,5,0.4744826555252075
COVID-QU,cosine_distance,0.5,resnet50,simple_training,False,5,5,0.33231016993522644
COVID-QU,cosine_distance,0.5,resnet50,simple_training,True,5,5,0.40242403745651245
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,1,5,0.5137840509414673
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,1,5,0.5683892369270325
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,2,5,0.5640318393707275
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,2,5,0.6363450884819031
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,3,5,0.5851834416389465
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,3,5,0.6600841879844666
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,4,5,0.7089026570320129
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,4,5,0.7244827747344971
COVID-QU,cosine_distance,0.75,resnet50,simple_training,False,5,5,0.5822554230690002
COVID-QU,cosine_distance,0.75,resnet50,simple_training,True,5,5,0.6524240374565125
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,1,5,0.7632520198822021
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,1,5,0.8179131746292114
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,2,5,0.8140318393707275
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,2,5,0.8863450884819031
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,3,5,0.8351834416389465
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,3,5,0.9100842475891113
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,4,5,0.9589026570320129
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,4,5,0.9744827747344971
COVID-QU,cosine_distance,1.0,resnet50,simple_training,False,5,5,0.8322554230690002
COVID-QU,cosine_distance,1.0,resnet50,simple_training,True,5,5,0.9024239778518677
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,1,5,0.011272416450083256
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,1,5,0.020070316269993782
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,2,5,0.014062476344406605
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,2,5,0.02637985721230507
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,3,5,0.011647108010947704
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,3,5,0.020606977865099907
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,4,5,0.0028560557402670383
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,True,4,5,0.013816352933645248
COVID-QU,inv_pearson_corr,0.0,resnet50,simple_training,False,5,5,0.010701208375394344
